gene_id,091304_G,091305_G,091301_G,090902_G,042008_G,042005_G,042004_G,042002_G,042001_G
g17244.t1,367,92,424,945,668,1986,2043,1675,1265
g17245.t1,0,0,0,0,21,7,0,0,0
g17245.t2,27,0,0,0,67,33,70,26,13
g17246.t1,0,38,39,0,73,108,105,33,54
g17247.t1,0,0,0,0,0,1,0,0,0
g17248.t1,101,182,254,78,55,192,310,393,17
g17249.t1,1470,2235,2398,2501,275,1267,2747,2173,237
g1725.t1,20,0,6,0,50,20,23,12,0
g17250.t1,1235,2416,4118,2318,262,314,2373,1767,296
g17251.t1,0,0,0,0,0,0,0,0,0
g17252.t1,0,0,0,0,18,0,4,48,1
g17253.t1,0,0,0,0,0,0,0,0,0
g17254.t1,0,0,0,0,31,33,9,2,16
g17255.t1,0,0,0,0,0,0,0,0,0
g17256.t1,0,0,0,0,0,0,0,0,0
g17256.t2,0,0,0,0,0,0,0,0,0
g17257.t1,0,53,0,0,9,10,2,33,10
g17258.t1,6726,5430,11565,7030,19561,9533,13644,8364,4739
g17259.t1,3127,2793,2736,3712,13880,25621,45603,11894,6352
g1726.t1,0,0,0,0,0,0,0,0,0
g17260.t1,622,659,1053,1222,1731,1676,1490,1043,1527
g17261.t1,2223,1172,3965,2528,3190,2913,3912,2387,2692
g17262.t1,1652,782,3038,2142,3803,2808,3589,2520,3217
g17263.t1,1328,897,1866,1493,3208,2784,3513,2480,3119
g17264.t1,6806,4929,13065,9036,19373,23233,32292,15121,4946
g17265.t1,347,352,1497,558,1186,802,1134,720,1511
g17266.t1,1806,1969,3039,2406,4392,3867,5128,3572,7116
g17267.t1,328,461,436,625,563,552,653,609,1614
g17268.t1,0,0,0,0,3,0,0,0,0
g17269.t1,84,0,0,20,27,20,32,18,4
g1727.t1,0,0,0,0,0,0,0,0,0
g1727.t2,0,0,0,0,0,0,0,0,0
g1727.t3,0,0,0,0,0,0,0,0,0
g1727.t4,0,0,0,0,0,0,0,0,0
g1727.t5,0,0,0,0,0,0,4,0,0
g17270.t1,0,0,0,0,0,0,0,0,0
g17271.t1,0,0,0,0,0,0,0,0,0
g17272.t1,0,0,0,0,0,0,0,0,0
g17273.t1,0,0,0,0,0,2,0,0,0
g17274.t1,0,0,0,0,0,0,0,0,0
g17275.t1,0,0,0,0,0,0,0,0,0
g17276.t1,0,0,0,0,0,0,0,0,0
g17277.t1,0,0,0,0,0,0,8,0,0
g17278.t1,0,0,0,0,0,0,0,0,0
g17279.t1,0,0,0,0,0,0,0,0,0
g1728.t1,582,76,1533,1211,1565,622,278,746,1685
g17280.t1,0,0,0,0,4,0,1,0,0
g17281.t1,0,0,0,0,0,0,0,2,0
g17282.t1,0,0,0,0,0,0,0,0,0
g17283.t1,0,0,0,0,8,4,0,0,3
g17284.t1,0,0,64,97,38,49,38,28,62
g17285.t1,0,0,0,0,0,0,0,0,0
g17286.t1,0,0,0,0,0,0,0,0,0
g17287.t1,0,0,0,0,0,0,0,0,0
g17288.t1,0,0,0,0,0,0,0,0,0
g17289.t1,0,0,0,0,0,0,0,0,0
g1729.t1,0,0,0,0,0,0,0,0,0
g1729.t2,0,0,0,0,0,0,0,0,0
g17290.t1,0,0,0,0,0,0,0,0,0
g17291.t1,0,0,0,0,0,0,0,0,0
g17292.t1,0,49,271,0,30,0,4,0,0
g17293.t1,83,2,612,61,4078,37,82,38,2986
g17294.t1,1903,1002,7893,2113,2239,2536,2596,1858,1697
g17295.t1,9301,7869,23286,14639,16801,33220,42774,20019,19263
g17296.t1,0,0,0,0,0,0,0,0,0
g17297.t1,0,0,0,0,0,0,0,0,0
g17298.t1,0,0,0,18,0,3,14,0,26
g17299.t1,464,515,956,418,1981,890,1257,915,1230
g173.t1,0,0,0,0,0,0,0,0,0
g1730.t1,0,0,24,0,45,20,37,6,65
g17300.t1,1361,3155,3579,1678,2449,3348,2884,2879,1937
g17301.t1,0,0,403,0,0,14,8,0,8
g17302.t1,184,464,353,119,265,365,326,337,376
g17303.t1,387,308,1266,1305,1375,1603,3148,1435,1430
g17304.t1,846,238,1039,1295,1555,983,1946,1240,1145
g17305.t1,103,327,324,149,638,490,577,303,1220
g17306.t1,184,186,591,687,526,674,955,668,920
g17307.t1,0,0,4,0,0,0,2,0,0
g17308.t1,0,0,0,0,17,0,2,6,0
g17309.t1,13,428,747,243,413,103,390,192,208
g1731.t1,0,0,0,0,17,0,0,8,4
g17310.t1,38,0,0,83,101,149,148,185,229
g17311.t1,380,0,476,547,635,605,535,471,2092
g17312.t1,325,36,1268,458,674,654,977,637,855
g17313.t1,647,106,1288,739,1012,932,1047,977,2362
g17314.t1,585,134,249,640,2015,649,756,1053,2129
g17315.t1,32,0,108,243,451,203,534,202,5180
g17316.t1,170,0,112,359,285,263,221,188,1067
g17317.t1,913,524,348,904,1368,661,664,824,3668
g17318.t1,2765,1649,8357,6612,12873,9982,9437,7302,7569
g17319.t1,236,46,330,315,379,321,376,298,364
g1732.t1,0,0,0,0,0,0,0,0,0
g17320.t1,82,153,216,162,210,206,211,148,173
g17321.t1,1346,1427,3735,1717,1780,2018,2381,1603,2402
g17322.t1,221,0,50,20,25,25,2,9,72
g17323.t1,3210,2741,4535,3933,6612,5531,8149,3051,2974
g17324.t1,0,0,0,0,3,1,6,8,15
g17324.t2,0,0,0,0,0,0,0,0,0
g17325.t1,0,64,0,44,111,106,83,167,56
g17326.t1,0,0,0,0,0,4,8,5,0
g17327.t1,0,0,0,0,0,0,0,0,0
g17328.t1,0,0,0,0,0,0,0,0,0
g17329.t1,0,0,0,0,0,0,0,0,0
g1733.t1,0,0,0,0,0,0,0,0,0
g1733.t2,0,0,0,0,0,0,0,0,0
g1733.t3,0,0,0,0,0,0,0,0,0
g17330.t1,0,0,0,0,0,0,0,0,10
g17331.t1,0,0,0,0,0,0,0,0,0
g17332.t1,0,0,0,0,0,0,0,0,0
g17333.t1,0,0,0,0,0,0,0,0,0
g17334.t1,0,0,0,0,0,0,0,0,0
g17335.t1,0,0,0,0,0,0,0,0,0
g17336.t1,0,0,0,0,0,0,0,0,0
g17337.t1,0,0,0,0,0,0,0,0,0
g17338.t1,0,0,0,0,0,0,0,0,0
g17339.t1,0,0,0,0,0,0,0,0,0
g1734.t1,14923,11126,28643,24717,55763,23320,30452,32556,59122
g17340.t1,0,58,0,18,107,82,97,147,30
g17341.t1,0,0,0,0,0,0,0,0,0
g17342.t1,0,0,0,0,0,0,0,0,0
g17343.t1,0,0,0,0,0,0,0,0,0
g17344.t1,0,0,0,0,0,0,0,0,0
g17345.t1,0,0,0,24,14,0,6,43,32
g17345.t2,0,0,0,0,0,1,0,7,2
g17346.t1,18,24,0,0,7,8,0,0,0
g17347.t1,979,1103,1218,951,1062,1115,1680,676,986
g17348.t1,270,176,1529,1123,2780,1174,297,2188,1898
g17349.t1,19861,15622,35373,33016,42765,35264,38296,38335,17937
g1735.t1,0,0,0,0,0,0,0,0,0
g1735.t2,0,0,0,0,0,0,0,0,0
g17350.t1,1023,465,1677,1363,2247,1990,3815,1748,2218
g17351.t1,0,0,0,0,0,0,0,0,0
g17352.t1,0,0,0,0,26,0,0,1,0
g17353.t1,454,525,460,1180,1524,1843,2376,1335,1474
g17354.t1,447,136,605,828,677,439,397,639,461
g17355.t1,780,331,1244,745,1173,1891,3360,1763,1673
g17356.t1,26,244,147,212,75,333,449,51,331
g17357.t1,0,0,0,0,0,0,0,0,15
g17358.t1,0,0,0,0,0,0,0,0,3
g17359.t1,0,0,0,0,0,0,0,0,0
g1736.t1,3,334,100,71,141,116,195,200,273
g1736.t2,80,0,58,129,46,72,36,72,129
g17360.t1,0,0,0,0,0,0,0,0,0
g17361.t1,0,0,0,0,0,0,0,0,0
g17362.t1,0,0,0,0,0,0,0,0,0
g17363.t1,0,0,0,0,18,28,0,0,22
g17364.t1,87,93,141,0,33,16,47,72,0
g17365.t1,0,0,128,0,179,27,14,8,0
g17366.t1,0,0,0,0,0,0,0,0,0
g17367.t1,0,0,0,0,0,0,0,0,0
g17368.t1,0,0,0,0,0,0,0,0,0
g17369.t1,0,0,0,0,0,0,0,0,0
g1737.t1,0,0,0,0,62,0,0,10,0
g17370.t1,26,0,55,21,306,306,274,277,156
g17371.t1,0,336,1114,311,271,368,161,299,626
g17372.t1,443,376,1035,1019,990,1091,400,1001,1312
g17373.t1,0,0,0,0,0,0,0,12,6
g17374.t1,386,649,686,134,271,619,590,366,769
g17375.t1,2025,1551,3797,4145,10635,8792,13300,7341,9359
g17376.t1,0,0,390,0,57,0,0,0,30
g17377.t1,205,150,889,450,620,560,672,1001,1777
g17378.t1,419,0,576,483,943,2101,3892,1721,2502
g17379.t1,384,61,665,461,628,697,734,356,569
g1738.t1,0,0,0,0,0,0,0,0,0
g17380.t1,123,76,132,340,578,131,344,431,576
g17381.t1,248,31,0,145,138,319,194,180,443
g17382.t1,0,0,0,0,18,7,0,0,32
g17383.t1,818,657,2425,1769,2535,3618,2804,1770,4601
g17384.t1,60,64,36,142,152,55,98,29,130
g17385.t1,0,0,0,0,14,6,37,0,1
g17386.t1,8,0,138,166,283,98,67,38,236
g17387.t1,795,725,2900,2000,2895,2253,2487,2261,4451
g17388.t1,4689,4379,8742,8533,9138,11293,14328,9003,5550
g17389.t1,361,378,215,685,588,428,543,873,558
g1739.t1,0,0,0,0,0,0,0,0,0
g17390.t1,0,0,0,0,0,0,0,0,2
g17391.t1,232,797,614,308,152,247,208,158,111
g17392.t1,21,0,104,85,79,84,156,75,28
g17393.t1,5370,3807,10391,6846,15704,10945,18595,19178,3112
g17394.t1,650,485,1267,1848,4036,1762,1353,2536,308
g17395.t1,1153,453,2277,989,4344,3482,1744,3910,1848
g17396.t1,0,0,108,0,88,145,160,111,820
g17397.t1,4850,2223,9024,6446,8103,5210,7598,5591,2977
g17398.t1,0,0,0,0,0,0,0,0,0
g17399.t1,0,0,0,0,0,0,0,0,0
g174.t1,0,0,0,0,0,4,0,0,0
g1740.t1,0,0,0,0,0,0,0,0,0
g17400.t1,0,0,72,0,156,6,1,0,0
g17401.t1,517,60,554,609,127,182,717,317,795
g17402.t1,669,645,2496,1986,3170,2669,2790,2129,8074
g17403.t1,5,0,463,477,388,703,519,457,555
g17404.t1,0,0,0,1,0,8,0,0,0
g17405.t1,0,0,22,1,1,12,17,1,10
g17406.t1,936,850,2095,903,646,1162,952,927,964
g17407.t1,695,527,1298,1232,900,1249,1195,1309,835
g17408.t1,2106,993,4656,2235,4495,3557,3986,3306,5105
g17409.t1,5110,1851,8064,8448,5318,5632,9658,4328,2423
g1741.t1,0,0,0,0,0,0,0,0,0
g17410.t1,293,99,186,216,217,94,54,724,427
g17411.t1,0,0,32,10,143,1289,4198,448,55
g17412.t1,18,0,0,0,128293,976202,1129385,401131,13382
g17413.t1,0,0,0,0,33,4,0,25,13
g17414.t1,0,0,0,0,0,0,0,0,0
g17415.t1,0,0,0,0,8,0,0,0,0
g17416.t1,0,0,0,0,0,0,0,0,0
g17417.t1,0,0,0,0,0,0,0,0,0
g17418.t1,0,0,0,0,0,0,16,0,0
g17419.t1,547,340,1464,917,1289,855,1118,1513,2754
g1742.t1,0,0,0,0,0,0,0,0,0
g17420.t1,14220,12889,28769,28147,36123,27189,31655,28012,11171
g17421.t1,52,306,983,444,358,1131,356,505,731
g17422.t1,41306,37269,83159,60652,114178,51549,65946,58958,79455
g17423.t1,0,0,0,0,59,0,30,60,49
g17424.t1,387,0,263,256,79,84,107,64,606
g17425.t1,0,0,0,0,0,0,0,0,0
g17425.t2,0,0,0,0,0,0,0,0,0
g17425.t3,0,0,0,0,1,6,0,0,0
g17426.t1,293,0,18,98,118,114,67,84,2528
g17427.t1,98,0,100,0,59,95,182,127,312
g17427.t2,0,0,0,0,0,0,0,0,0
g17428.t1,577,455,1184,819,1045,1151,900,971,1374
g17429.t1,179,219,259,163,301,377,633,369,991
g1743.t1,0,0,0,0,0,0,0,0,0
g17430.t1,404,826,1606,618,2027,4404,5705,1498,3195
g17431.t1,578,157,658,655,667,559,847,392,1102
g17432.t1,219,500,539,318,1295,657,989,1127,1035
g17433.t1,0,0,0,0,0,0,0,0,0
g17434.t1,0,0,0,0,0,0,0,0,0
g17435.t1,549,473,1251,718,1439,1231,940,959,2090
g17436.t1,1,0,0,28,32,0,0,0,3
g17437.t1,40,102,167,94,245,255,383,425,630
g17438.t1,0,0,0,0,0,0,0,0,0
g17438.t2,0,0,0,0,0,0,0,0,6
g17438.t3,0,0,0,0,0,6,6,9,6
g17439.t1,703,1063,2179,1613,3449,4768,4859,2499,4950
g1744.t1,0,0,0,0,0,0,0,1,12
g17440.t1,0,0,4,0,0,7,0,0,14
g17440.t2,0,0,0,0,0,0,0,0,0
g17441.t1,0,0,0,0,0,0,0,0,0
g17442.t1,113,168,104,125,99,243,149,99,60
g17442.t2,1,88,244,5,52,68,85,110,59
g17443.t1,0,0,0,0,0,0,0,0,0
g17444.t1,0,0,0,0,0,0,0,0,0
g17444.t2,0,0,0,0,0,0,0,0,0
g17445.t1,0,0,15,38,7,17,106,26,45
g17446.t1,15697,9437,23619,18338,11769,15042,15983,14490,13685
g17447.t1,963,246,394,121,30,19,66,12,27
g17448.t1,0,0,0,0,0,0,0,0,0
g17448.t2,0,0,0,0,0,0,0,0,0
g17449.t1,0,0,0,0,0,0,0,0,0
g17449.t2,0,0,0,0,0,0,0,0,6
g1745.t1,0,0,0,0,0,0,0,0,0
g1745.t2,0,0,0,0,0,0,0,0,0
g17450.t1,0,0,0,0,0,0,0,0,8
g17451.t1,1520,1471,2307,1374,2369,2267,2789,2363,6681
g17452.t1,0,0,0,0,0,0,0,0,0
g17453.t1,0,232,0,214,301,165,424,157,4
g17454.t1,0,0,0,0,0,20,2,8,52
g17455.t1,0,0,0,0,0,0,0,0,0
g17455.t2,0,0,0,0,0,0,0,0,0
g17455.t3,0,0,0,0,0,0,0,0,0
g17455.t4,0,0,0,0,0,0,0,0,0
g17456.t1,113,230,301,259,409,453,208,576,1099
g17457.t1,637,585,1918,1108,983,1182,1509,1238,1456
g17458.t1,699,739,3714,3131,3389,8482,10610,2588,1731
g17459.t1,0,0,5,60,116,50,6,86,0
g1746.t1,34,0,0,0,12,70,297,44,0
g17460.t1,0,0,0,30,0,40,4,0,39
g17461.t1,1167,113,1501,1530,2240,2317,3360,1645,1237
g17462.t1,7211,4145,18140,12263,32482,17854,17189,15089,40112
g17463.t1,576,354,1434,352,1003,816,1379,605,699
g17464.t1,0,0,36,0,0,6,0,0,17
g17465.t1,332,98,537,175,1532,419,690,353,1679
g17466.t1,54,118,190,338,291,365,577,228,326
g17467.t1,1169,364,4031,1784,3136,2854,3600,2922,4422
g17468.t1,0,0,0,32,26,6,26,28,106
g17469.t1,48,0,18,26,44,33,11,63,0
g17469.t2,0,0,0,0,0,0,0,0,0
g1747.t1,0,0,0,0,14,4,14,6,20
g17470.t1,505,440,657,469,628,441,764,494,742
g17471.t1,0,0,0,43,18,15,0,5,4
g17472.t1,115,408,252,298,601,627,589,608,1012
g17473.t1,138,61,1874,328,13277,1084,1088,856,59605
g17474.t1,0,0,0,0,0,0,0,0,26
g17475.t1,0,0,0,0,0,0,6,0,0
g17476.t1,0,0,0,0,0,4,0,0,0
g17477.t1,798,493,4319,1774,3378,2967,1268,2716,5772
g17478.t1,2303,1067,3758,2373,4096,3482,3107,5763,16715
g17479.t1,1182,1108,1754,1189,6353,4207,2834,1482,3571
g1748.t1,909,472,2253,692,400,562,503,465,51
g17480.t1,0,0,0,0,0,0,0,0,0
g17480.t2,0,0,0,0,0,0,0,0,0
g17481.t1,42,382,238,132,86,25,163,809,66
g17482.t1,0,0,0,0,0,0,0,0,0
g17483.t1,0,176,0,0,0,0,0,30,11
g17484.t1,0,2650,143,3359,233,0,1,14,1493
g17485.t1,96,39,633,156,244,596,469,421,584
g17486.t1,0,168,148,69,120,182,163,173,335
g17487.t1,5485,2142,7040,3385,4500,6494,7270,3568,5179
g17488.t1,1070,388,2590,1332,1551,1736,1664,1672,5770
g17489.t1,3729,2140,4279,4248,3068,5369,5578,4780,4900
g1749.t1,170,122,1419,614,490,467,598,750,1222
g17490.t1,27,0,122,192,205,131,79,115,115
g17491.t1,24,0,0,0,129,613,370,164,181
g17492.t1,0,0,0,74,55,123,49,30,73
g17493.t1,1210,401,1281,2016,2135,3154,3999,2113,4172
g17494.t1,295,227,261,321,232,344,282,443,1075
g17495.t1,0,0,0,0,0,0,0,0,0
g17496.t1,0,0,0,0,0,0,0,0,0
g17497.t1,70,0,73,118,167,80,74,90,310
g17498.t1,362,0,342,107,183,106,122,126,126
g17499.t1,0,72,0,0,0,0,0,0,0
g175.t1,0,165,0,0,0,0,0,0,0
g1750.t1,0,0,0,0,0,0,0,0,18
g17500.t1,0,0,40,0,0,0,9,0,20
g17501.t1,522,104,66,158,604,292,1105,257,174
g17502.t1,793,580,1135,301,729,964,1125,1286,1475
g17503.t1,2209,3128,5685,3173,4578,4529,5615,5259,4719
g17504.t1,446,336,305,795,949,863,612,514,2902
g17505.t1,342,46,448,249,760,480,564,664,533
g17506.t1,41,0,73,0,87,46,27,7,28
g17507.t1,0,0,0,0,9,1,5,3,4
g17508.t1,1213,596,1914,928,1642,1032,1358,1042,2920
g17509.t1,940,365,1711,1258,2365,1182,1503,1460,3174
g1751.t1,0,0,2,0,0,0,0,0,0
g17510.t1,251,463,365,420,757,1153,1744,698,893
g17511.t1,308,0,422,255,291,534,653,706,1395
g17512.t1,0,0,61,6,51,114,71,106,207
g17513.t1,0,0,0,0,0,0,0,0,0
g17514.t1,4910,5461,8858,5758,9540,11750,8007,7840,12366
g17515.t1,932,592,1425,1859,2878,3230,1702,1880,4001
g17516.t1,183,157,117,443,457,611,399,315,1868
g17517.t1,0,0,0,11,0,7,6,0,4
g17518.t1,1881,1697,3942,2294,4104,4344,5324,3969,7303
g17519.t1,0,0,0,0,15,8,23,0,8
g1752.t1,0,0,304,99,112,35,126,547,20
g17520.t1,0,0,0,0,0,0,0,0,0
g17521.t1,6659,6441,10105,8964,5458,6101,10783,6658,4747
g17522.t1,978,971,2915,1731,1469,1452,2629,1709,1234
g17523.t1,46,0,676,237,58,137,527,121,11
g17524.t1,0,0,0,0,0,0,0,0,2
g17525.t1,467,110,1179,1083,1924,2425,3605,1561,2059
g17526.t1,0,0,0,0,0,0,0,0,0
g17526.t2,0,0,0,0,0,0,0,0,0
g17527.t1,0,0,0,0,0,0,0,0,0
g17528.t1,1242,617,2177,2653,8215,14993,40987,8009,2540
g17529.t1,153,0,900,699,807,5359,9292,1426,194
g1753.t1,0,0,0,0,0,0,0,0,0
g17530.t1,4465,1822,4040,4046,4116,3911,4448,3349,4777
g17531.t1,296,16,653,525,503,366,482,206,1080
g17532.t1,0,0,0,0,0,0,0,0,0
g17533.t1,0,0,15,0,0,4,0,0,6
g17534.t1,0,0,0,0,0,0,0,0,0
g17535.t1,0,0,0,0,0,0,0,0,0
g17536.t1,0,0,0,0,12,0,0,0,0
g17537.t1,20,0,0,9,18,11,24,11,15
g17538.t1,0,0,34,0,24,1,6,19,13
g17539.t1,0,0,0,0,13,0,0,0,27
g1754.t1,0,0,0,0,0,0,0,0,0
g17540.t1,44,73,0,0,0,0,0,0,6
g17541.t1,0,0,0,0,0,0,0,0,0
g17542.t1,0,0,0,0,0,0,0,0,0
g17543.t1,0,0,0,0,0,0,0,0,0
g17544.t1,0,0,0,0,6,0,0,9,0
g17545.t1,0,0,0,0,0,0,0,0,12
g17546.t1,0,0,0,0,6,0,0,11,33
g17547.t1,0,0,0,0,20,0,20,6,159
g17548.t1,270,102,360,86,1010,756,1308,541,1331
g17549.t1,0,0,0,0,0,0,0,0,0
g1755.t1,0,0,0,0,4,0,0,0,0
g17550.t1,0,0,0,0,0,4,0,0,0
g17551.t1,286,0,881,136,1298,852,1968,873,1764
g17552.t1,0,0,0,0,0,0,0,0,0
g17553.t1,0,0,0,0,0,0,0,10,0
g17554.t1,0,0,0,12,29,0,40,103,23
g17555.t1,54,53,133,6,221,310,239,111,553
g17556.t1,221,0,505,71,462,719,433,531,1250
g17557.t1,0,173,62,0,186,131,262,63,69
g17558.t1,0,1,0,0,1,0,0,0,0
g17558.t2,0,0,0,0,0,1,0,0,0
g17559.t1,1052,763,1648,1145,1185,975,1182,965,1081
g1756.t1,0,0,70,0,38,16,12,7,10
g17560.t1,0,0,66,21,18,11,11,22,0
g17560.t2,0,0,0,0,0,0,0,0,0
g17561.t1,129,176,673,191,169,188,147,308,16
g17562.t1,101,0,282,132,401,260,252,222,1256
g17563.t1,122,575,542,254,693,673,774,728,1827
g17564.t1,55,0,67,201,78,94,199,237,355
g17565.t1,34,0,484,214,268,413,348,256,820
g17566.t1,30,161,207,128,45,68,100,79,225
g17567.t1,2780,2007,6496,4194,6722,5933,6463,6755,6267
g17568.t1,3274,1848,5482,3308,6871,4218,5382,4514,4475
g17569.t1,0,166,6,0,16,11,35,56,103
g1757.t1,0,0,1,0,9,0,76,7,0
g17570.t1,304,34,892,1243,2512,1459,1657,1440,3495
g17571.t1,320,390,886,1553,2002,3741,8714,3361,2513
g17572.t1,0,0,86,0,49,86,109,24,163
g17573.t1,1369,426,2922,1664,2389,1760,2964,1928,3523
g17574.t1,510,153,334,306,899,781,743,723,554
g17575.t1,417,692,1737,904,1219,1371,1057,1185,2918
g17576.t1,54,0,176,184,575,56,6,271,534
g17577.t1,1199,790,1106,1352,2169,1278,1708,1163,2586
g17578.t1,3,4,52,60,85,69,67,35,34
g17579.t1,1091,328,1377,614,1502,1028,1386,862,2005
g1758.t1,0,0,0,0,0,0,0,0,0
g17580.t1,146,136,441,279,273,487,138,843,2122
g17581.t1,0,0,0,0,0,0,0,0,0
g17582.t1,0,0,0,1,0,0,6,0,1
g17583.t1,0,0,0,0,0,0,0,0,0
g17584.t1,0,0,0,0,0,2,0,0,16
g17585.t1,5,160,0,89,52,73,31,30,1092
g17586.t1,0,0,0,0,0,0,0,0,1
g17587.t1,0,0,0,0,0,8,0,0,32
g17588.t1,0,0,0,0,0,3,0,0,14
g17589.t1,0,0,0,0,610,0,0,0,15380
g1759.t1,0,0,0,0,8,1,30,0,0
g17590.t1,0,0,0,0,15247,3,0,1,144180
g17591.t1,0,0,0,27,0,8,3,0,61
g17592.t1,1067,593,925,2075,2074,1175,1127,1276,4351
g17593.t1,1350,708,3345,2237,2322,2926,4026,2720,2792
g17594.t1,9767,6430,27100,16225,21643,28371,41776,29072,13055
g17595.t1,1378,601,2665,2354,3248,2039,1724,2100,2425
g17596.t1,323,8,578,101,462,848,2328,555,575
g17597.t1,0,0,261,0,35,10,14,18,0
g17598.t1,1015,535,5695,1350,1077,1258,1919,1357,1426
g17599.t1,0,0,0,0,0,1,180,30,0
g176.t1,0,0,0,0,0,6,0,12,0
g1760.t1,0,0,0,0,0,0,0,0,0
g17600.t1,0,0,0,0,0,2,44,14,0
g17601.t1,0,0,0,0,0,0,0,0,0
g17602.t1,0,0,0,0,0,0,0,0,10
g17603.t1,0,0,0,0,6,0,1,20,17
g17604.t1,267,76,1108,668,1087,1882,2641,1442,1175
g17605.t1,3638,1967,8308,4087,6882,6043,5472,5381,11578
g17606.t1,1102,160,2216,1558,1665,1702,2075,1169,2657
g17607.t1,1679,878,4493,1849,3544,4271,4533,3643,6227
g17608.t1,640,268,2217,1354,5560,1227,1665,940,5050
g17609.t1,398,309,1249,1176,1029,879,1205,773,3086
g1761.t1,0,1,53,0,18,532,7,81,21
g17610.t1,14,0,112,143,165,121,55,122,367
g17611.t1,824,50,1473,1020,1772,2010,2173,1238,3439
g17612.t1,381,186,1099,201,714,1079,706,599,1928
g17613.t1,279,140,263,88,496,879,660,380,1154
g17614.t1,3003,1019,3811,4398,8247,13300,15303,8370,4122
g17615.t1,219,267,644,746,1360,1201,1437,777,1923
g17616.t1,0,0,49,42,110,57,111,83,753
g17617.t1,840,765,2058,1513,1589,2033,2013,1685,1564
g17618.t1,1145,592,1596,1748,3015,3888,4487,2288,5338
g17619.t1,16827,9677,22596,16485,22929,32669,48685,27252,29792
g1762.t1,0,0,0,0,7,9,8,27,26
g17620.t1,3208,716,6642,4395,10286,9232,10196,8871,12309
g17621.t1,1207,692,2385,1247,1290,1658,1938,1613,1654
g17622.t1,486,305,2120,677,4768,1115,1794,2064,932
g17623.t1,20,0,244,77,174,37,82,62,188
g17624.t1,503,0,712,319,817,808,660,639,1845
g17625.t1,1818,1538,4278,2832,5271,4310,3474,5640,3050
g17626.t1,1014,327,1736,589,1221,1470,1583,1549,1921
g17627.t1,957,613,1166,849,839,1673,1497,1084,1503
g17628.t1,1923,431,1870,2041,2159,2325,3059,2164,1606
g17629.t1,24543,18109,50074,48736,66176,82883,75764,73500,41297
g1763.t1,0,0,0,0,0,5,0,0,5
g17630.t1,34,11,406,228,231,249,367,401,58
g17631.t1,444,675,1197,928,1079,1108,1106,1464,258
g17632.t1,0,0,0,0,0,0,0,0,0
g17632.t2,0,0,0,0,0,0,0,0,0
g17633.t1,1,0,109,0,1205,2810,714,1562,405
g17634.t1,0,0,0,0,0,1,0,0,0
g17635.t1,0,0,0,0,0,0,0,0,0
g17636.t1,0,0,0,0,0,0,0,0,0
g17637.t1,2048,1812,3600,2131,3912,3449,4275,3154,3877
g17638.t1,288,334,684,276,555,839,795,536,738
g17639.t1,0,0,0,0,0,4,0,0,0
g1764.t1,0,0,133,0,27,13,562,6,0
g17640.t1,1210,673,2118,1534,1629,2225,2263,1389,2178
g17641.t1,0,0,0,0,18,4,0,2,0
g17641.t2,0,0,0,0,0,0,0,0,0
g17642.t1,0,0,79,152,72,43,28,28,59
g17643.t1,0,0,0,0,1,11,6,9,19
g17644.t1,0,0,0,0,16,0,1,0,11
g17645.t1,0,0,230,50,49,93,207,203,80
g17646.t1,80,126,464,226,447,321,399,309,4230
g17647.t1,10823,11278,28826,50299,29716,17908,21580,19580,8652
g17648.t1,536,100,432,147,398,432,807,414,573
g17649.t1,770,858,1485,1561,2484,3337,3336,2999,4599
g1765.t1,0,0,28,0,70,73,92,26,93
g17650.t1,158,0,0,50,169,118,256,192,491
g17651.t1,1135,913,3280,1812,2896,3668,3706,3112,5318
g17652.t1,1522,1114,2634,2156,4963,22864,13995,11271,1175
g17653.t1,0,0,0,0,0,0,0,0,0
g17654.t1,0,0,0,0,0,8,22,10,0
g17655.t1,0,0,0,0,4,1,0,0,0
g17656.t1,0,0,0,0,40,35,10,28,72
g17657.t1,0,0,0,0,0,0,0,0,0
g17658.t1,0,0,0,0,0,0,0,0,0
g17659.t1,0,246,98,0,0,14,0,0,0
g1766.t1,0,0,0,0,51,25,0,0,4
g17660.t1,243,647,842,268,384,270,421,755,135
g17661.t1,0,0,0,0,0,0,0,0,0
g17662.t1,0,0,0,0,0,0,0,0,0
g17663.t1,0,0,0,0,0,0,0,0,4
g17664.t1,0,0,0,0,8,11,13,0,0
g17665.t1,0,0,0,0,0,0,0,2,0
g17666.t1,0,0,0,0,0,0,0,0,0
g17667.t1,0,0,0,0,0,10,0,2,0
g17668.t1,64,0,0,0,0,0,0,0,0
g17669.t1,0,0,0,0,0,0,0,0,0
g1767.t1,0,0,0,0,0,0,8,0,5
g17670.t1,0,0,0,0,0,0,0,0,0
g17671.t1,180,0,0,0,0,0,0,0,0
g17672.t1,0,0,0,0,0,0,0,4,0
g17673.t1,0,93,0,0,0,0,0,0,0
g17674.t1,0,0,0,0,0,0,0,0,1
g17675.t1,0,0,0,0,6,0,0,10,0
g17676.t1,0,0,0,0,0,0,0,0,0
g17677.t1,0,0,0,102,4,0,12,0,0
g17678.t1,0,0,0,0,0,81,0,2178,0
g17679.t1,0,0,0,0,0,178,0,1258,26
g1768.t1,0,0,2,0,1,5,36,0,0
g17680.t1,0,0,0,0,8,0,0,10,0
