"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"g7022.t1",686.560951285719,-0.243910645059499,0.420932684490432,-0.579452853262676,0.562283650143232,0.85445527786474
"g7457.t1",11139.937945807,-0.158848428977877,0.274316609510243,-0.579069671579423,0.562542163169319,0.85445527786474
"g7842.t1",2.36354078201819,1.81951180710309,3.15086153065906,0.577464858229588,0.563625471380776,0.85445527786474
"g8701.t1",2.80329242167954,1.56692910093265,2.71304235057936,0.577554235597552,0.563565111931848,0.85445527786474
"g873.t1",23.6625692498314,-1.45941017331974,2.52106091350484,-0.578887311092707,0.562665212584489,0.85445527786474
"g4742.t1",331.79501685417,0.32626325618823,0.565275308777929,0.577175848868368,0.563820670142255,0.854510385087613
"g5254.t1",2066.19421990852,0.170593800445356,0.295619354810471,0.577072501070603,0.563890479807293,0.854510385087613
"g4879.t1",1752.8741623867,0.198607078770634,0.344391861954539,0.576689233141202,0.564149407067863,0.854789885860945
"g16158.t1",193.992612615558,-0.582737989987335,1.01076523084832,-0.576531495348582,0.564255987827547,0.854838510403819
"g11321.t1",770.61802899068,-0.251939688223803,0.437307885264404,-0.57611512783831,0.56453736687149,0.854978389667572
"g18436.t1",12.6945540480974,-1.04284223967159,1.8102602322156,-0.576073108779087,0.564565766888302,0.854978389667572
"g6977.t1",751.076508179504,-0.170247075275931,0.295534925292919,-0.576064149126169,0.564571822664767,0.854978389667572
"g17254.t1",7.82363195854845,1.24799317033101,2.1675208479553,0.575769857765515,0.564770749828582,0.855166793116876
"g12016.t1",71.8129296135725,1.09563097085737,1.90385403176229,0.575480552909407,0.5649663392071,0.855322070482907
"g15408.t1",9729.81234855019,-0.188175699005845,0.327283812154222,-0.574961828289794,0.565317113183827,0.855322070482907
"g16838.t1",339.593859279484,0.297755251966725,0.518078432017378,0.574730067042702,0.565473869496116,0.855322070482907
"g17246.t1",44.412487814143,0.79903546249954,1.39053068541087,0.574626271022161,0.565544080761964,0.855322070482907
"g4189.t1",450.213449087262,-0.380641363454139,0.661897439390545,-0.575076047740299,0.565239866278087,0.855322070482907
"g4593.t1",20.7878918142022,-1.12394079222889,1.95360170044818,-0.575317267573551,0.56507674536284,0.855322070482907
"g8815.t1",15.725493840104,1.0310866435615,1.79361382354489,0.574865464363823,0.565382288298311,0.855322070482907
"g9082.t1",391.975634185763,0.644272445001725,1.1210083796565,0.574725806420057,0.565476751448159,0.855322070482907
"g9928.t1",167.679295211181,-0.700533193931805,1.2182908551021,-0.57501309395702,0.565282441454768,0.855322070482907
"g18009.t1",168.280482784944,-0.488940867258433,0.851170784574942,-0.574433328914831,0.565674604692104,0.8554067417903
"g16241.t1",5.82365733426034,1.55010856787409,2.70001865280713,0.574110318187056,0.565893151478364,0.855511764769558
"g16708.t1",1690.66171376115,-0.607060574631909,1.05737668172222,-0.574119502657413,0.565886936770399,0.855511764769558
"g14.t1",99.5463061565024,-0.875256626807494,1.52588692880491,-0.573605167122709,0.566235014388002,0.855565653232671
"g18139.t1",9.64059950058425,-1.03233776607797,1.79979369662591,-0.573586721641098,0.566247499313232,0.855565653232671
"g273.t1",10466.4603463037,0.261405748228906,0.455802309214893,0.573506853616363,0.566301559947314,0.855565653232671
"g5297.t1",553.121453713042,0.374084299069981,0.651864083737202,0.573868553894423,0.56605675402062,0.855565653232671
"g8036.t1",35.1269877630108,0.931376605876237,1.6233227785781,0.573747019488045,0.566139005252079,0.855565653232671
"g16359.t1",67.4764769935071,0.787851222348266,1.37477759136113,0.573075403104464,0.566593640637,0.855754954401704
"g2420.t1",281.912415310189,0.360333177109183,0.628825735742362,0.573025492800147,0.566627433266619,0.855754954401704
"g3586.t1",10.1012321680746,0.929924895501466,1.62293014125748,0.57299132714421,0.566650566268608,0.855754954401704
"g5916.t1",198.347155325003,-0.283234510939142,0.494528969394306,-0.57273593352083,0.5668235034218,0.855903490166918
"g9196.t1",359.311930115648,0.258826096443037,0.452030351720766,0.572585658148288,0.566925272660153,0.855944537435589
"g1849.t1",725.941689721261,0.192404141393507,0.33636436005475,0.572011081561047,0.567314467201759,0.856419471929411
"g1715.t1",1531.95311175347,0.249951700785712,0.437173666403971,0.571744640617817,0.567494986758414,0.856579306594707
"g6526.t1",329.756583252373,-0.283862861350978,0.496590317317875,-0.571623834480189,0.567576844616537,0.856590198424432
"g13003.t1",325.048355085606,0.254790493514205,0.446087932095539,0.571166523867399,0.567886768042515,0.856729410768425
"g14901.t1",2558.14884405937,0.384451826571888,0.673110288835565,0.571157257508222,0.567893048772692,0.856729410768425
"g9002.t1",780.460624959194,-0.186053474128725,0.325724474141051,-0.571198939285591,0.567864797161847,0.856729410768425
"g1048.t1",239.343308395491,0.598949949346316,1.04934989199297,0.570781923090272,0.568147478052046,0.856887956121077
"g15189.t1",3.61488163791775,1.78084715969569,3.11953074306609,0.570870206570028,0.568087628111006,0.856887956121077
"g7189.t1",171.772177000282,0.545045957673114,0.95521248339405,0.570601795044034,0.568269601452592,0.856959519877785
"g13157.t1",30.0346595173798,0.998309677464195,1.75123941453112,0.570058936077273,0.568637725450631,0.857219489433032
"g16216.t1",54.7227883667024,0.898072096483863,1.57550466736082,0.570021857179421,0.568662873583076,0.857219489433032
"g8101.t1",328.45858442638,-0.834752082146537,1.46443334083345,-0.570017124624776,0.568666083396103,0.857219489433032
"g1243.t1",7.08637413841985,1.76099579940871,3.09066617537669,0.569778714193898,0.568827794351295,0.857238052262044
"g16963.t1",1704.90271898758,0.267079700044377,0.468662849590116,0.56987597860159,0.568761818408839,0.857238052262044
"g8723.t1",229.755796728191,-0.434401933568063,0.762596329285958,-0.569635489820422,0.568924952300997,0.857271895037584
"g15167.t1",462.115792637095,0.340041158317157,0.597499488317075,0.569107028484528,0.569283508879814,0.857633285447958
"g8530.t1",137.527636185779,0.898188462613777,1.57836738241247,0.569061723285824,0.569314253097119,0.857633285447958
"g18145.t1",4.6806545910189,1.55377033383995,2.73139484009896,0.568855996588049,0.56945386970238,0.857731015711315
"g13173.t1",66415.1128081116,-0.199841649716417,0.351529807259432,-0.568491335839786,0.569701387190564,0.857766087562176
"g5946.t1",435.300391652955,0.686860254122245,1.2081085296006,0.568541846442657,0.569667099501779,0.857766087562176
"g8421.t1",3219.63876227319,0.248680679797201,0.437313632555729,0.568655219696381,0.569590142872523,0.857766087562176
"g14293.t1",1471.62161365509,-0.12730577539398,0.224095802619871,-0.568086389417683,0.569976309155708,0.858067443771599
"g17567.t1",4811.01874042772,0.0895198769816084,0.157634273894838,0.567896021402866,0.570105573664456,0.858088810393438
"g5386.t1",2.95792042449381,1.77795582966209,3.13206638400256,0.567662243285529,0.570264333806601,0.858088810393438
"g6350.t1",30.2836334391517,-0.900191172072673,1.58589048768103,-0.567625052968806,0.570289591919724,0.858088810393438
"g9789.t1",278.244208011694,0.725838674239256,1.27832983281814,0.567802343029976,0.570169188687292,0.858088810393438
"g11993.t1",7.05575117757296,1.75335089049013,3.09072738907398,0.567293931094794,0.570514499601266,0.858194695165944
"g18433.t1",6.66269739049638,0.929441474286866,1.63899218564254,0.56708108948213,0.570659090171777,0.858194695165944
"g6899.t1",385.896003374702,0.316381652947787,0.557746135894428,0.567250282138527,0.570544150403931,0.858194695165944
"g6922.t1",5388.51837119486,0.166864585692745,0.294249909420176,0.567084577941091,0.57065672020187,0.858194695165944
"g5291.t1",168.904701788201,-0.641258352232112,1.131096745409,-0.566935016686161,0.570758332506105,0.858231475870029
"g7470.t1",104.572260378055,0.847456159769248,1.49602002539927,0.56647380742318,0.57107173352115,0.858590228467013
"g17839.t1",284.782579590994,0.613748527645098,1.08462460727027,0.565862625217171,0.571487170337596,0.859102274927201
"g13054.t1",23.9852715641687,-0.848335466670732,1.50047461830144,-0.565378085256156,0.571816627176067,0.859120740782136
"g15324.t1",20.492517954297,1.0600760629437,1.87547316099346,0.565231262697552,0.571916475146437,0.859120740782136
"g17199.t1",853.273602762333,0.64292271153946,1.13670266966184,0.565603238822974,0.571663525616366,0.859120740782136
"g17363.t1",5.78087891497698,1.75135683324365,3.09726191229145,0.565453256081898,0.571765509803724,0.859120740782136
"g4580.t1",386.29998321416,0.210852120886013,0.373068109530548,0.565183985174557,0.571948628404977,0.859120740782136
"g6954.t1",162.23959273432,-0.685531911114306,1.21236988597202,-0.565447821697318,0.571769205199917,0.859120740782136
"g55.t1",2.31497411650141,1.7799699537289,3.15131344799834,0.564834308963934,0.572186468502696,0.859365516625696
"g8566.t2",173.173529153865,0.424213547848714,0.751618560949038,0.564400042640082,0.572481909858525,0.859696728282705
"g10846.t1",1043.62543665509,0.15733246202056,0.279041149768372,0.563832474712634,0.57286814853055,0.859826690104184
"g15587.t1",4.00000314006115,1.49890591827054,2.65791355262572,0.563940808680473,0.572794416056623,0.859826690104184
"g737.t1",513.938673484387,0.244656226990857,0.43378541501507,0.564002888345974,0.572752166451314,0.859826690104184
"g8619.t1",756.652363771771,-0.271050811717661,0.480474968175582,-0.564130973871276,0.57266499986241,0.859826690104184
"g2702.t1",4.59676602990935,1.13498802477145,2.01358735932235,0.563664655281418,0.572982375909198,0.859885673588853
"g10287.t1",3.35801524874522,1.44682887940513,2.56742019151515,0.563534120432109,0.573071232768052,0.859906572600178
"g8059.t1",308.940849337885,-0.173706571677291,0.308332082344797,-0.563374950658041,0.573179590656852,0.859956724065634
"g11397.t1",178.963734927197,0.567694974388652,1.00814319777001,0.563109462667983,0.573360348338366,0.86004924513895
"g2923.t1",20.6339956636351,-1.26518690957408,2.24696727584162,-0.563064234702836,0.573391144524059,0.86004924513895
"g16398.t1",483.20712724332,-0.221345980754934,0.393196184109401,-0.562940307409869,0.573475531908325,0.860063408805533
"g14509.t1",5.5797806815962,1.46336792165649,2.60152244092202,0.56250443918441,0.573772379951795,0.860371699633741
"g9135.t1",652.857431191007,0.191682523543693,0.34081841856027,0.56241832338001,0.573831037730625,0.860371699633741
"g16140.t1",20.7799115896469,-1.29461883423468,2.30430887227312,-0.561825217883046,0.57423510868081,0.860612842490128
"g17717.t1",58961.7248479177,-0.194837671800438,0.346845499545593,-0.561741963080674,0.574291839298484,0.860612842490128
"g766.t1",55.1099010772698,-0.637659220497559,1.1345171292284,-0.562053409392982,0.574079630410355,0.860612842490128
"g9163.t1",2.82269653555525,1.45562800230897,2.59096622795968,0.561808944709882,0.574246197167831,0.860612842490128
"g4520.t1",7.32114679942142,-1.73465228788918,3.08910566767579,-0.561538669926533,0.574430376344484,0.860708055742172
"g17872.t1",610.282080751667,0.627449811500909,1.11775756684201,0.561346959406981,0.574561034727373,0.860791440539338
"g17923.t1",210.584075202163,0.597061201160765,1.06473071143023,0.560762636741029,0.574959360715161,0.861275763420858
"g11704.t1",3.54803872956438,1.74719945493058,3.11987989830009,0.560021382836745,0.575464852732537,0.861467828182143
"g12775.t1",719.808274192323,0.361244071758701,0.644760410974512,0.560276446273593,0.575290890620528,0.861467828182143
"g16033.t1",3.26361763472529,1.48170088174492,2.64629999150285,0.559914176965044,0.575537978274006,0.861467828182143
"g17560.t1",13.837643131159,-0.965261583432906,1.72339539056648,-0.560092935559974,0.575416048784977,0.861467828182143
"g17768.t1",50.9560820039402,-0.554969302658529,0.990394316393069,-0.56035186538598,0.575239456931135,0.861467828182143
"g8903.t1",111.603274901058,0.833469567610864,1.4878922080432,0.560167976621775,0.575364867648413,0.861467828182143
"g8361.t1",4.43705444439134,-1.73972810868026,3.10795610558002,-0.559765984325439,0.57563906827663,0.861506774588237
"g16797.t1",12.2035433871728,-1.54058265934032,2.75281663337117,-0.559638677224091,0.57572591785046,0.861524401258558
"g13641.t1",142.794187900657,0.709969769789647,1.26888008476892,0.559524716568423,0.57580366765774,0.861528408088686
"g10220.t1",169.836545862392,-0.279654666684677,0.500679976109192,-0.558549732421669,0.576469054455325,0.862159243437701
"g15558.t1",46.8802704556825,1.10922154100649,1.98589636557371,0.55854955990417,0.576469172223547,0.862159243437701
"g2317.t1",2.01909741429617,-1.76642190004492,3.16298567319562,-0.558466614317691,0.576525795934204,0.862159243437701
"g3374.t1",327.51741682307,0.186787777009678,0.334321835744447,0.558706482912644,0.576362054193969,0.862159243437701
"g10724.t1",28.7113506266894,0.991309612044926,1.77778889593238,0.557608169514988,0.577111976657785,0.862603688362464
"g4928.t1",60.0733718921227,1.01280128233633,1.8156724530109,0.557810568011215,0.576973745507793,0.862603688362464
"g5775.t1",24.6452162577736,1.07748831519931,1.93206569044956,0.557687205215365,0.577057996159987,0.862603688362464
"g7151.t1",616.707013116021,-0.630684836111711,1.1310884923836,-0.557591064146214,0.577123659746166,0.862603688362464
"g3328.t1",4060.30149020076,0.180967678930002,0.324712293764824,0.557316992318959,0.577310867945642,0.862771131728635
"g17508.t1",1299.51434090866,-0.203823018375195,0.365869537580744,-0.557092070913975,0.577464524697524,0.862776055907927
"g6885.t1",289.634302307636,-0.28929288918747,0.519212274318155,-0.557176522006106,0.577406829040039,0.862776055907927
"g6772.t1",14.9537392141151,-1.53466572092597,2.75547673940482,-0.556951070927007,0.577560859719601,0.862807657659743
"g968.t1",402.936292131589,0.301084825986743,0.54078722441396,0.556752845470828,0.577696305531077,0.862897670476981
"g17461.t1",1477.61612820727,0.336448225088945,0.604913320536869,0.556192455458481,0.578079296237972,0.863304934674437
"g7622.t1",11.4066136629158,-0.996649968207622,1.79210477132108,-0.556133761907751,0.578119416431949,0.863304934674437
"g17462.t1",15666.9967726518,0.237225258350969,0.426660170629068,0.55600516448771,0.57820732425258,0.863323868478091
"g5924.t1",267.363303896739,-0.259418643796557,0.466736969659974,-0.555813360971914,0.578338450762912,0.86338517286787
"g7645.t1",1844.04169475589,-0.152491207020106,0.274400471170832,-0.555725018872765,0.578398850558399,0.86338517286787
"g6940.t1",933.54435053987,-0.259000635752738,0.466167204712118,-0.555596003182344,0.578487064354861,0.863404545524305
"g15267.t1",8568.06818863785,-0.220963144283473,0.398265436876286,-0.554813759427764,0.579022054752397,0.863978299354897
"g437.t1",8729.44870341242,0.200569315092443,0.361452247643856,0.554898513980377,0.578964078386447,0.863978299354897
"g8801.t1",25630.1226143785,-0.572618260457518,1.0324812094976,-0.554604050117438,0.579165518159054,0.864080016431787
"g11536.t1",2972.58951236076,0.139739940964381,0.252057259907967,0.554397604002378,0.579306765493243,0.864107449854379
"g12555.t1",110.864697904582,0.722067068630048,1.30330671967512,0.554026966737376,0.579560390513171,0.864107449854379
"g16252.t1",47.960430578428,0.862025782303117,1.55504767181882,0.554340421792261,0.579345891562749,0.864107449854379
"g18154.t1",36312.2851441417,-0.437820369923833,0.790175133428408,-0.554080167043754,0.579523982637163,0.864107449854379
"g18382.t1",219.373846026033,1.1537165857026,2.08222167819675,0.554079614953265,0.579524360457335,0.864107449854379
"g17945.t1",6291.8053477073,0.213880198574138,0.386223167188683,0.553773612626531,0.57973378929477,0.864253697836683
"g12736.t1",8.91075709569953,0.912345550234922,1.6480997502563,0.553574230014318,0.579870266402801,0.864266838078547
"g6918.t1",16369.7702412992,0.332714396201913,0.601065832367551,0.553540691027766,0.579893225270548,0.864266838078547
"g2598.t1",698.492174881792,-0.387211427820964,0.69985478896519,-0.553273956149528,0.580075831852287,0.864417804412925
"g787.t1",841.260619475195,-0.187246739459659,0.338495994475685,-0.553172688940371,0.580145166398427,0.864417804412925
"g3710.t1",4559.94400097058,-0.329138850250498,0.59538629013764,-0.552815635332161,0.580389661018663,0.864669836407916
"g12515.t1",722.694196714084,-0.725963470641145,1.31432897067894,-0.552345331219577,0.580711778258843,0.86486685585858
"g18141.t1",5005.57169022987,-0.175298144476935,0.317400936808595,-0.552292460884091,0.580747995054568,0.86486685585858
"g427.t1",1338.01172135619,-0.171424076338214,0.310293985829523,-0.552456973601788,0.580635305401097,0.86486685585858
"g14878.t1",131.234991614538,-0.682033730959616,1.23577277141615,-0.551908689635582,0.581010914524829,0.865146134045275
"g10247.t1",2402.93165858398,0.150007692224182,0.272164603527418,0.551165325248,0.581520347578539,0.865373586005995
"g10762.t1",9.34523387192869,1.70033058343637,3.08290254112246,0.551535626169126,0.581266551540327,0.865373586005995
"g16721.t1",9.12994074137077,-1.27715321430084,2.31690606336587,-0.551232194733637,0.581474512882729,0.865373586005995
"g3293.t1",9329.52171755997,0.123160604646702,0.223466961350942,0.551135630529677,0.581540701923861,0.865373586005995
"g8532.t1",62.0150484492128,0.952049855452679,1.72687263910841,0.551314459382612,0.581418128118545,0.865373586005995
"g9763.t1",8.94626359610994,0.848093816271572,1.53922389186294,0.550987949677102,0.581641935212545,0.865412011992632
"g18346.t1",500.922358145895,-0.309500824111884,0.561951578618866,-0.550760663174144,0.581797753225767,0.865531632877742
"g4399.t1",1615.45523122622,-0.162697744639787,0.295675367499263,-0.55025802797114,0.582142407921777,0.865932115788763
"g1053.t1",718.332778755205,0.269266491369121,0.490580391874503,0.548873326021565,0.583092384729645,0.866385696675356
"g11874.t1",3404.45411937392,0.289051911788995,0.526741442301618,0.548754832211362,0.583173711148983,0.866385696675356
"g12577.t1",552.333926568317,-0.321280951293495,0.585774995803078,-0.548471603594192,0.583368122216025,0.866385696675356
"g1344.t1",112.931520859935,0.834283594644391,1.51882609998533,0.549295007935701,0.582803012687629,0.866385696675356
"g15136.t1",96.2149608736975,-0.431744460861206,0.785807977139897,-0.549427434463856,0.582712151061405,0.866385696675356
"g17494.t1",366.337893042298,0.285082998219948,0.519380467023168,0.548890488419602,0.58308060601801,0.866385696675356
"g2844.t1",1093.67037058597,-0.516777490374518,0.942125141467288,-0.54852319254497,0.583332708773982,0.866385696675356
"g3279.t1",56.0771528286879,0.780390435030387,1.42307490638537,0.548383244992066,0.583428778660435,0.866385696675356
"g3894.t1",183.082598607947,0.582432752090986,1.06150549888408,0.548685572239875,0.583221249122986,0.866385696675356
"g4638.t1",1379.67782928021,-0.154008043715572,0.280420390956555,-0.549204154484729,0.582865353660206,0.866385696675356
"g727.t1",7.32133420548308,0.668925756051728,1.21849001121897,0.548979269335608,0.583019676630397,0.866385696675356
"g7915.t1",2.57172775463873,1.72659568481294,3.14108908745587,0.549680584262384,0.58253847614705,0.866385696675356
"g8067.t1",8179.35498331264,-0.153015375377661,0.278526409382849,-0.549374745887503,0.582748301407878,0.866385696675356
"g4585.t1",1129.23047412521,0.255146114041007,0.465370138254414,0.548264903713098,0.58351002222774,0.866394231476976
"g10200.t1",125.893745678188,-0.297959736226628,0.544857260883503,-0.546858338170032,0.584476060016489,0.866464342098674
"g11969.t1",47.4929825102959,1.59163591929583,2.90857049138531,0.547222741896745,0.584225713916711,0.866464342098674
"g15534.t1",330.929467146508,0.570647005291735,1.04280484068481,0.547223203257277,0.584225396992724,0.866464342098674
"g16244.t1",14.543929568325,-1.06392839328282,1.94574578043589,-0.546797224992298,0.584518049779623,0.866464342098674
"g16947.t1",88.6323507887763,0.620903177921164,1.13484915890778,0.547123970659451,0.584293565026865,0.866464342098674
"g17730.t1",1199.35031213035,0.244890574797913,0.44768435654093,0.547016153725094,0.584367634283588,0.866464342098674
"g210.t1",1188.84696838975,0.391352529347301,0.715757317316486,0.546767067383339,0.584538771046352,0.866464342098674
"g2769.t1",463.15607201104,0.347879633698992,0.635180308219983,0.547686427297916,0.583907233276934,0.866464342098674
"g3614.t1",319.876334164004,-0.472686071708303,0.863898605232748,-0.547154572128235,0.584272542891166,0.866464342098674
"g5363.t1",1913.5019864331,0.353437784219371,0.644890171005851,0.548058879030681,0.583651474716995,0.866464342098674
"g5516.t1",456.632314260513,0.589986759586376,1.07821719135292,0.547187305412999,0.584250056662285,0.866464342098674
"g8096.t1",293.095990543721,0.646794704424468,1.18119672297447,0.547575769424519,0.583983230891833,0.866464342098674
"g9967.t2",3.94209202215496,-1.54764148759777,2.8257753896084,-0.547687368673787,0.583906586778565,0.866464342098674
"g4897.t1",213.008002319853,0.807982319625498,1.47916988620441,0.546240379256774,0.584900713076979,0.866776934823271
"g7172.t1",41.4085729746669,-0.802423088280454,1.46873581082532,-0.546335891292494,0.584835069119718,0.866776934823271
"g107.t1",148.1932735425,-0.517055741280198,0.947133708582887,-0.54591631212643,0.585123464966992,0.866929098231889
"g11683.t1",148.796089720873,0.55370258154921,1.01434657924359,0.545871197162327,0.585154478468475,0.866929098231889
"g11056.t1",11.1783372100814,-1.67845909726378,3.078834942715,-0.545160467674719,0.585643157922244,0.867309962143567
"g15262.t1",1033.19945116844,0.376507209584389,0.691127219138756,0.544772654235165,0.585909888416754,0.867309962143567
"g1541.t1",44.2554622647345,0.747462184708084,1.37300571531161,0.544398451057026,0.586167311466147,0.867309962143567
"g16561.t1",408.677375800212,0.269141753309266,0.494097781024019,0.544713543848486,0.58595054833436,0.867309962143567
"g17123.t1",2343.50493441319,0.406058876692776,0.744731598306658,0.545241906770247,0.585587152868806,0.867309962143567
"g17631.t1",898.714182588166,-0.298861415767519,0.548577375669597,-0.544793549684267,0.58589551549903,0.867309962143567
"g18329.t1",3501.37259927949,0.143764167476888,0.26401529074245,0.544529701566156,0.586077015222388,0.867309962143567
"g4556.t1",1671.11747954007,0.348131449643527,0.638757341696942,0.545013617720104,0.585744151815607,0.867309962143567
"g536.t1",36.7587634095363,0.469221645920509,0.861252729015822,0.544812956885143,0.585882166418193,0.867309962143567
"g7517.t1",645.349324481416,0.308072999923231,0.565824653286325,0.544467262311627,0.586119970671241,0.867309962143567
"g10190.t1",115.107887959307,-0.874064378226482,1.60658831744811,-0.544050002563718,0.586407064426934,0.867503427124731
"g10422.t1",3981.21851618505,0.186762458910327,0.343601652164122,0.543543541580873,0.586755620272541,0.867503427124731
"g13230.t1",6.49634277641979,1.14008872231718,2.0980057248892,0.54341544867681,0.586843791393242,0.867503427124731
"g14230.t1",2823.98675671018,-0.243295107914948,0.447368487198468,-0.543836043165493,0.586554303543576,0.867503427124731
"g14982.t1",225.671307282008,0.570343528088949,1.05009595873399,0.543134675783883,0.587037079311314,0.867503427124731
"g16345.t1",337.975899970853,0.590655061007765,1.08754201092793,0.543110109837319,0.587053992249099,0.867503427124731
"g16648.t1",1221.13488546029,-0.304042359117106,0.559087118905664,-0.543819288328851,0.586565834339397,0.867503427124731
"g16688.t1",63.7496482227346,1.00534163219329,1.85099164743397,0.543136774056759,0.587035634722092,0.867503427124731
"g1894.t1",160.293317087254,-0.669132641853305,1.23082091750002,-0.543647440776693,0.586684107091985,0.867503427124731
"g3234.t1",5519.53040800677,-0.488925553826969,0.899944063725609,-0.54328438125688,0.586934016337126,0.867503427124731
"g3029.t1",149.629287196322,0.57138785503104,1.05271013867602,0.542777953815157,0.587282694132916,0.867729650813615
"g2764.t1",72.7472568587869,0.767665202173335,1.41561567820697,0.542283625415668,0.587623134127924,0.86800915011611
"g4314.t2",46.7442287464997,0.787694066929181,1.45245322198087,0.542319749103461,0.587598252942584,0.86800915011611
"g9715.t1",1310.46236412508,0.194635682496131,0.359126159156363,0.541970217244429,0.587839023097872,0.868216297177758
"g10675.t1",29.718689642031,-1.04960932609535,1.93741464049651,-0.541757713685058,0.587985425514103,0.868320775086841
"g12314.t1",271.062502200923,0.561492206067542,1.03688063937224,0.541520580813897,0.588148815972181,0.868450310357276
"g17700.t1",8.28417624190474,1.17358337022119,2.16845817772783,0.541206366013894,0.588365350121321,0.868504727371052
"g4343.t1",14600.9759546147,0.132081632993635,0.244080841964275,0.541138878130252,0.5884118627018,0.868504727371052
"g6044.t1",879.871747167947,-0.251483806843701,0.464731676215666,-0.541137649345417,0.5884127095948,0.868504727371052
"g4410.t1",4645.2887970777,-0.138832972974729,0.256730068387519,-0.540774105061853,0.588663293327754,0.868725429967875
"g9711.t1",2.533207221944,1.69855252350079,3.14138918614314,0.540701079316502,0.588713634442329,0.868725429967875
"g2705.t1",24.6605995631688,1.2878859280093,2.38378551168785,0.540269215369719,0.589011385316824,0.869053054499341
"g13591.t1",930.980914828132,-0.293399713243732,0.543510022157865,-0.539823924642391,0.589318466109503,0.869394358795817
"g13107.t1",567.983355772343,0.198014905213955,0.366928561413598,0.539655197325329,0.589434842903714,0.869454274699618
"g16083.t1",1175.50853432449,-0.379644553134478,0.703851821633554,-0.539381360487737,0.589623739754735,0.869510729186297
"g8579.t1",3027.39645549926,0.275835281627321,0.511393194705659,0.53938003963092,0.589624650969655,0.869510729186297
"g13366.t1",326.259118887555,0.308534662095035,0.572361604117968,0.539055484985754,0.589848570033997,0.869516719876362
"g1756.t1",13.1627327557339,-0.942875136548534,1.74915949129973,-0.539044690457543,0.589856018145476,0.869516719876362
"g17622.t1",1351.74278536436,-0.347094286736995,0.643697304039391,-0.539219730390162,0.589735247771052,0.869516719876362
"g14697.t1",1276.45955945632,-0.471247082544385,0.874824339919275,-0.538676235949116,0.590110273882017,0.869729616282198
"g8676.t1",895.598204786287,-0.240398207792531,0.446325986498781,-0.538615754100142,0.590152014812607,0.869729616282198
"g11313.t1",309.215432414996,0.356877108489911,0.66359112938669,0.53779668335794,0.590717421977254,0.869892613192732
"g15237.t1",696.612093251735,-0.247418265721631,0.45982685027593,-0.538068330662209,0.59052987534806,0.869892613192732
"g16627.t1",317.470681837963,-0.392031391216474,0.728761675030976,-0.537941832904167,0.590617206610115,0.869892613192732
"g16667.t1",78.2585944399853,0.470953478508225,0.8753636401181,0.538008956420312,0.590570865274933,0.869892613192732
"g1817.t1",410.551338774866,0.318343775575258,0.59140498942732,0.538283885436142,0.590381074781045,0.869892613192732
"g4349.t1",889.209723978695,0.291911632167337,0.542694255651167,0.537893351786225,0.59065067847998,0.869892613192732
"g9437.t1",2.52179619798124,1.68847089515976,3.14149849252074,0.53747308782088,0.590940869681837,0.87011001032445
"g13000.t1",739.835252288193,-0.281407081762407,0.524040861609485,-0.53699454065113,0.59127138510997,0.870418662030483
"g17117.t1",1739.3568416089,-0.800679653527883,1.49116254265065,-0.536949950543029,0.591302186231234,0.870418662030483
"g12252.t1",1537.28863893759,-0.263743166313122,0.492303321975948,-0.535733062402548,0.59214305001058,0.87142110355735
"g13257.t1",83.5867905352143,-0.634128351134111,1.1840514715318,-0.535558095556221,0.592263996360686,0.87142110355735
"g15344.t1",1968.01785192127,0.259318260232527,0.484231896677453,0.535524945820038,0.592286912491054,0.87142110355735
"g15689.t1",2094.86910677485,-0.80473042864161,1.50231641097687,-0.535659747015837,0.592193728108788,0.87142110355735
"g13635.t1",3802.00499186505,-0.144049519860668,0.269382872945858,-0.534738969428173,0.592830370410876,0.871773620045518
"g14614.t1",1473.41689282362,-0.162652998245554,0.304161699971407,-0.534758315267319,0.592816991121301,0.871773620045518
"g5410.t1",941.006161338511,-0.412623165213447,0.771404198518415,-0.534898780698816,0.592719851505848,0.871773620045518
"g6148.t1",22.6757521440268,-1.2875111235014,2.40729732545321,-0.534836768972445,0.592762735144986,0.871773620045518
"g10083.t1",232.567301236543,-0.397668861368022,0.744387217975536,-0.53422311905024,0.593187175764198,0.871911108121042
"g10882.t1",241.552645879179,0.578065466839824,1.08435122060932,0.533097999848236,0.593965743565441,0.871911108121042
"g110.t1",16.6104054835176,-1.05313225229107,1.9708471558387,-0.534355111796028,0.59309586915432,0.871911108121042
"g11165.t1",6173.84477082523,-0.170632962329598,0.320229138275844,-0.532846458783571,0.594139870614896,0.871911108121042
"g11253.t1",13.4351599874673,0.691644966984557,1.29429884450373,0.534378107437584,0.593079962468526,0.871911108121042
"g1137.t3",20.777163534669,0.906347697647313,1.69870936240327,0.533550775492898,0.593652372523131,0.871911108121042
"g11961.t1",2209.66155663058,0.156393327710632,0.293263472041792,0.533286081017091,0.593835561315775,0.871911108121042
"g15551.t1",1997.98461169527,0.141907046601683,0.265788891695145,0.533908869165412,0.593404585527344,0.871911108121042
"g3784.t1",113.76560807917,0.57211344400015,1.07418113782552,0.532604254398181,0.594307556488684,0.871911108121042
